12345 0.0000010
12345 0.000009
12345 0.000008
12345 0.000007
12345 0.000006
12345 0.000005
12345 0.000004
12345 0.000003
12345 0.000002
12345 0.000001
12345 0.0000010
12345 0.000009
12345 0.000008
12345 0.000007
12345 0.000006
12345 0.000005
12345 0.000004
12345 0.000003
12345 0.000002
12345 0.000001
12345 0.0000010
12345 0.000009
12345 0.000008
12345 0.000007
12345 0.000006
12345 0.000005
12345 0.000004
12345 0.000003
12345 0.000002
12345 0.000001
12345 0.0000010
12345 0.000009
12345 0.000008
12345 0.000007
12345 0.000006
12345 0.000005
12345 0.000004
12345 0.000003
12345 0.000002
12345 0.000001
12345 0.0000010
12345 0.000009
12345 0.000008
12345 0.000007
12345 0.000006
12345 0.000005
12345 0.000004
12345 0.000003
12345 0.000002
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
12345 0.000001
